material,d_mag,l_mag,circuit,t_steel,r_clear,gap,n_gon,r_face,wire_d,n_layers,v_cap,c_cap,pulse_mode,f_pulse,duty,n_pulses,fidelity,n_faces,a_face,bounding_cube,m_module,free_volume,coil_mass,turns_per_layer,n_turns,winding_build,J_attract,J_repel,margin_attract,margin_repel,F_attract,F_repel,asymmetry,margin,n_eff,R_coil,L_coil,i_peak,h_peak,h_need,switch_margin,switched,saturated,b_steel_peak,mmf,mmf_need,v_need,e_switch,e_drawn,pulse_program,pulse_saving,hold_ratio,pivot_ratio,E_barrier,W_drive,drv_mass,drv_price,drv_cap,drv_mosfet,drv_topology,feasible,scalar,violations
LNGT60,0.004195733294040277,0.005941580435583695,potcore,0.0006782167860114188,0.0009077733064700607,0.0003242570780546555,8,0.015961248406329728,0.00017825053154212577,3,172.2974522074359,0.00010933496478110213,train,17361.819332158,0.9,5,screen,18,0.013222731124615444,0.031922496812659455,0.057158151283517804,6.06755337241959e-06,0.0002988431343982529,30,90,0.0005313291844207686,0.8982533207674027,0.7397084913464658,0.2197965977599685,0.6785245642287826,3.6792126341426385,0.883356439857132,4.165037427856063,0.6785245642287826,0.06887791888041951,0.917471497906912,4.410980653768634e-05,142.33352653680743,2007494.5006802622,336000.0,5.974686013929352,True,True,4.223368682282385,12810.017388312668,2144.0486342625304,28.83790910614257,0.8183312123630945,1.6143308288832168,"5 pulses at 17 kHz, 90 % duty",0.0,6.56156910295038,2.8883322989332947,0.0007373949150532615,0.002129841550217508,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.005215640606901028,0.008534890376697732,none,0.0003,0.0,0.00030478680229314433,12,0.018484914666989608,0.0002119054255391426,3,172.0715895183039,0.00010957766814659586,train,15726.175945062447,0.8999980810912046,5,screen,30,0.00990603591435616,0.036969829333979215,0.06541124368510079,8.592528688944376e-06,0.0006443315575251397,37,111,0.0006316476924470764,nan,nan,nan,nan,0.0,0.0,inf,nan,nan,0.9904070654136323,4.424055865260474e-05,109.33683415733563,811557.0625415569,336000.0,2.4153484004213004,True,False,0.0,12136.388591464254,5024.694818083945,71.24089820263201,8.34203650682133,1.618600375147181,"5 pulses at 16 kHz, 90 % duty",0.0,0.0,0.0,nan,0.0,0.10093333333333333,302.8,film 10u/250V,IPB65R110 D2PAK,multiplexed,False,0.0,open-circuit demag margin 0.89 > 0.8 [prescreen]
LNG60,0.004240655923827407,0.008444162093018258,potcore,0.0012489520088628078,0.001155709423832902,0.0003298908791536189,8,0.01923298936399813,0.00023981150165373587,3,172.45863325855393,0.00010968260563299606,train,17238.082875395357,0.9,5,screen,18,0.015933130079091026,0.03846597872799626,0.10853541952796344,9.355696179812387e-06,0.0006048466388566293,32,96,0.0007148301241294559,1.3249691648954451,0.95321802530276,0.40714265299290675,0.9116415417306549,7.265256167049708,0.7824527972657267,9.28523253087991,0.9116415417306549,0.09267485956914683,0.5668104783998361,7.030312964176448e-05,156.8353844177847,1617788.2210087774,180000.0,8.987712338937651,True,True,3.171157618188625,15056.196904107332,1675.197907578668,19.188268021374896,0.36345598153352676,1.5998852941428792,"5 pulses at 17 kHz, 90 % duty",0.0,6.823550893758944,1.4359820408775508,0.0016872265041895686,0.002422826958908832,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.91 > 0.8; pivot 1.44 < 1.5; electronics do not fit
LNGT60,0.0032589943347448315,0.003926337498905692,potcore,0.00035104340374273184,0.0006283287814282236,0.00028437237626438556,8,0.011587291925093899,0.00019999060601087997,1,172.1060625777252,7.454430584435278e-05,train,16430.273867067746,0.8677079447573952,6,screen,18,0.009599226933100283,0.023174583850187797,0.0416972637988844,2.3415690672018724e-06,5.503353369281889e-05,18,18,0.00019871066613241038,0.8923093219157243,0.7211346385851456,0.3464499134852271,0.7546748536789148,1.9369087228237662,0.464857974458925,4.166667733469015,0.7546748536789148,0.1092906249855076,0.10662563902702353,1.540956424784753e-06,930.5242648090841,3799693.826205359,336000.0,11.30861257799214,True,True,13.72174557950019,16749.436766563515,1481.1221669367155,15.219025445496593,0.15539272073270863,1.1036523607731337,"6 pulses at 16 kHz, 87 % duty",0.0,4.735137453371364,2.229934403519834,0.0003905211989896859,0.0008708366569309157,0.029633333333333338,94.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.0028278793690907464,0.0046412724995956705,potcore,0.0003774890971753175,0.0005744068371800186,0.0002850029939748075,8,0.012084835776168255,0.000207426065619381,3,179.72569165560714,0.00011198801480935554,train,17481.91152790881,0.8992080000166991,5,screen,18,0.01001140575508096,0.02416967155233651,0.036336150470204456,2.519219329113114e-06,0.00019668126804346428,20,60,0.0006182956163982508,0.8972446631570732,0.7587437298897372,0.23772888269456982,0.6322711285023035,1.431002844395675,0.4027825232569826,3.5527927895785814,0.6322711285023035,0.07458112803671353,0.3292928591449051,1.1330662013828684e-05,403.2653764956167,4824401.797363991,336000.0,14.358338682630926,True,True,11.485999609556186,24195.922589737,1685.1477823828225,12.517164807723802,0.15791594964839847,1.8085018184517438,"5 pulses at 17 kHz, 90 % duty",0.0,4.014510279541933,1.853510732206626,0.0003549235172212599,0.0006578545482821285,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.001,0.007412350639275161,potcore,0.0003,0.00026068778404776807,0.00030632573944173655,16,0.018481394549817683,0.00021209547087258895,7,172.40920763163945,0.00010949609839695252,train,17211.352810333272,0.8999982441634575,5,screen,42,0.007352355884763488,0.036962789099635365,0.06504398763367854,8.879675845422604e-06,0.0005513951928305429,32,224,0.0014751664190130308,0.8999259674851605,0.8889411830098376,0.11975495247962206,0.2498507610519246,0.07764027486869808,0.07562065657637403,1.026707230322502,0.2498507610519246,0.037457999670030925,0.8445201768887818,1.2861437491935666e-05,162.69830154508406,4732545.207035284,336000.0,14.084955973319296,True,True,2.077205616913487,36444.41954609883,2587.4713144389216,12.240663581641929,0.34453064995518606,1.6193222579727198,"5 pulses at 17 kHz, 90 % duty",0.0,0.12167767376891829,0.26399578440419325,0.00023103140348152632,6.099131658410721e-05,0.020673333333333335,106.7,elec 100u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,hold 0.1 < 3.0; pivot 0.26 < 1.5; electronics do not fit
LNGT60,0.004166958280894529,0.007274169796310305,potcore,0.0012240478147063068,0.0011467584237470473,0.00032238641672164355,8,0.01849918685229946,0.00021437147199744675,3,172.4488269799731,0.00010958786206808107,train,17360.040619675252,0.8999998483692033,5,screen,18,0.015325228174192965,0.03699837370459892,0.09375856785914818,8.769104525158062e-06,0.00045409273312306184,31,93,0.0006389984837299894,0.8995329343581902,0.7633276506059475,0.1711730727494366,0.6046103281825593,3.5566913391550283,0.9382408310330954,3.790808523264503,0.6046103281825593,0.053564401967142274,0.6664218448548221,3.856928389699723e-05,152.17332810547006,1841319.362970869,336000.0,5.480117151699015,True,False,1.8311283092590735,14152.119513808715,2582.4483532110435,31.468091321096725,0.9766653216263412,1.627376274711271,"5 pulses at 17 kHz, 90 % duty",0.0,3.866929061303287,1.7950187327190128,0.001401905411864418,0.0025164464757967933,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.0032797999549511628,0.00414524893805075,potcore,0.000431063811719979,0.0006582613113417127,0.0002891749714473857,8,0.01218662607493775,0.00021133935545211496,1,172.08833944542693,9.796177501687384e-05,train,16535.491822909964,0.8999261287485653,3,screen,18,0.010095731599617628,0.0243732521498755,0.04390344418479239,2.7692171576770647e-06,6.202687679416748e-05,18,18,0.00020998678357722145,0.894015307848186,0.7328953640363983,0.2842537197375651,0.7038139637869565,2.008266193141249,0.48851117394142973,4.1109933616012455,0.7038139637869565,0.08949918567389181,0.09636759764362764,1.5111208024960044e-06,996.9699354388113,3941706.54876175,336000.0,11.731269490362351,True,True,11.345698265937054,17945.4588378986,1529.71158429541,14.669200088430628,0.18971952121345104,1.4501739038448438,"3 pulses at 17 kHz, 90 % duty",0.0,4.662873982679068,2.162242997539773,0.000432451278735516,0.0009350647492229901,0.029633333333333338,94.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.003902840337585138,0.006322892712160447,potcore,0.0010291668816431881,0.00101354575300901,0.0003245739264746842,8,0.01799272751317194,0.0002378780471564271,3,172.18359075870313,0.0001086845680232838,train,16937.365957507216,0.8999968118242189,5,screen,18,0.014905663520078697,0.03598545502634388,0.07468220075893937,9.145656395804834e-06,0.00041540292579463474,24,72,0.000709066882963878,0.8991086812258937,0.7516121594585894,0.19563717594047217,0.6477450764609646,3.0579773715978225,0.8175064877629066,3.740615416968651,0.6477450764609646,0.061248728376598276,0.40209134574995214,2.3141474612718644e-05,242.82016358872846,2595684.8923365795,336000.0,7.725252655763629,True,True,2.881423122681048,17483.05177838845,2263.1042060928266,22.28840899206591,0.4859242017627928,1.6006583909978336,"5 pulses at 17 kHz, 90 % duty",0.0,4.173958748825662,1.7921344219039472,0.0010860985117561227,0.0019464345284967964,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.002043246862087204,0.004158125271166069,potcore,0.0003,0.00039937986555632973,0.0002890091504895941,12,0.011979825567330004,0.00023735113795312542,1,172.07886812163906,8.215733153819949e-05,train,15706.104967446365,0.8999214573645598,5,screen,30,0.006419969172463582,0.023959651134660007,0.04926057118266193,2.269869097851548e-06,4.541609119651724e-05,16,16,0.00023583209067022545,0.8950384044175554,0.7986674085302675,0.23333702913086996,0.4823545147800227,0.5978173156257071,0.1791316138099934,3.33730770862042,0.4823545147800227,0.07338374577530171,0.04435239876216625,4.701254180348982e-07,1587.110482712661,5658867.011938943,336000.0,16.841866106961138,True,True,13.692451121107654,25393.767723402576,1507.7763688494551,10.217327879748126,0.1286507270038354,1.2163141620365059,"5 pulses at 16 kHz, 90 % duty",0.0,1.237086420009003,1.0670024362208537,0.00020422104782926454,0.00021790435556140076,0.03803333333333334,149.8,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,hold 1.2 < 3.0; pivot 1.07 < 1.5; electronics do not fit
LNGT60,0.0045750636521973255,0.00853743341027607,potcore,0.0010942906150648484,0.0011710735664437017,0.0003301028700097413,8,0.019437070106618437,0.00023976265362545812,3,172.08862579691402,8.983523061791606e-05,train,16554.047910599013,0.9,5,screen,18,0.016102196101916034,0.038874140213236874,0.10636983842244319,9.901979629225886e-06,0.0006453823245899632,32,96,0.0007146845179267656,0.8996842317546321,0.7732181566096497,0.15681474395023917,0.566447353390457,4.486400591343838,1.1796449564388096,3.8031787164908337,0.566447353390457,0.049063064021987075,0.6052900758898985,4.241220732344941e-05,153.65804945435397,1643050.5915065883,336000.0,4.890031522341037,True,True,2.091608382855472,14751.17274761798,3016.5802981482734,35.19172115981144,1.00131382442897,1.3159435749183368,"5 pulses at 17 kHz, 90 % duty",0.0,4.299426631869087,1.9779773088033639,0.001671107579152428,0.003305412872132824,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.0030531364601212893,0.004303109869654695,potcore,0.0003,0.0005827108181929331,0.0002851440476708268,8,0.012424683801497884,0.00020412875910182375,3,172.05867602655135,8.950456355667717e-05,single,16556.900917538176,0.8985694208736346,5,screen,18,0.010292945077555455,0.02484936760299577,0.03539508590809696,2.9629964215934155e-06,0.00019226592461105778,19,57,0.0006084670051307163,0.8954614697274375,0.7277555220966142,0.33714998265262486,0.7545441526473894,1.724842885475939,0.44527893118505457,3.8736233957566415,0.7545441526473894,0.10598249039656639,0.34320860790995034,1.2420396874509428e-05,370.3233281619219,4385504.0490106745,336000.0,13.05209538396034,True,True,14.927939786709837,21108.429705229548,1617.2445177783175,13.182456223695198,0.13998463338515005,1.3248495664668474,single shot,0.0,4.967496428688209,2.4348277304443906,0.0003554540149885428,0.0008654692925919,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004319101886302159,0.006358937733857269,potcore,0.0012912085182394,0.0012645351163989068,0.000322262637943703,8,0.01865081677939099,0.0002112390566339131,3,172.71855323380296,9.006307026669422e-05,train,17211.35573399554,0.8998764889324011,5,screen,18,0.015450842518718874,0.03730163355878198,0.0928791597090817,9.337800406626083e-06,0.0003954375440914722,27,81,0.0006296613800143683,0.8992667389847802,0.7327015495400131,0.19635602136087182,0.7054716415755345,3.9942490530709747,0.9958620260480621,4.010845828635106,0.7054716415755345,0.06146297469681737,0.6155362804443314,3.56577154267186e-05,157.8641292484776,1887275.556689982,336000.0,5.6168915377678035,True,False,1.8227946895513574,12786.994469126686,2276.52508209342,30.749846613994375,0.7664347106520474,1.3355052473968827,"5 pulses at 17 kHz, 90 % duty",0.0,4.383770965317912,1.913820086967594,0.0014001392864080092,0.002679614690880121,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.003711614492725105,0.004235047469715348,potcore,0.00038976947541513954,0.0006388456653848478,0.00025720479904110794,8,0.01243711203879577,0.000167622997238303,1,164.07210236546254,9.847683886076051e-05,train,17184.18734467463,0.8935839527842465,4,screen,18,0.010303240966445805,0.02487422407759154,0.04109900319157722,2.9503957227462315e-06,5.5407563507075535e-05,23,23,0.00016655021005597788,0.8947177149780465,0.7135587382949878,0.3368972656771531,0.7690000036009812,2.824474422537283,0.6127071543083368,4.609827717330527,0.7690000036009812,0.10599108362385057,0.21752404872277709,3.03664976070194e-06,542.002972735967,2631558.7622683127,336000.0,7.83202012579855,True,True,10.230792603508899,12466.06837292724,1591.6798185776117,20.948886715064948,0.3889542354894635,1.3254809400104297,"4 pulses at 17 kHz, 89 % duty",0.0,7.0054711709154285,2.7730264468776564,0.0004131482748283426,0.0011456710925808725,0.025633333333333334,85.7,elec 470u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.0037478164482693745,0.005526005397860151,potcore,0.0009690501617685569,0.0009653294814957735,0.0003214157903728179,8,0.015795858718694145,0.00018001471152590603,3,172.39797069221206,0.0001080779667775569,train,17359.585392904028,0.8487960073783959,5,screen,18,0.013085717821224828,0.03159171743738829,0.060672062276998534,5.663506595253181e-06,0.00025783002696138773,28,84,0.0005365878521164207,0.8985022800260233,0.7402711456764614,0.21600383161107586,0.6832406494303668,2.778516342205447,0.7141891267091414,3.890448955738607,0.6832406494303668,0.06767061974101901,0.7609815572273424,3.3006768288221225e-05,156.68496442102986,2220571.0565926456,336000.0,6.608842430335255,True,True,2.6193779128722356,13161.537011366509,1991.5041325472862,26.08595567370285,0.6619012165234524,1.6028337807064863,"5 pulses at 17 kHz, 85 % duty",0.0,4.66826166404501,2.0750896009667668,0.0007746171464681172,0.0016073999853665408,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004383016421275869,0.006266126214633876,potcore,0.0006824771649759459,0.0009519603378837947,0.00033522782523942243,8,0.01688072317936121,0.00021006683730339146,3,172.4166186637006,0.00011049310845801485,train,17165.84767305909,0.8997164719856302,5,screen,18,0.01398444896711457,0.03376144635872242,0.06342506655140621,7.3358645037402365e-06,0.00039583549087977035,27,81,0.0006261672286339494,0.8983959361174122,0.738616196317422,0.21887550909824824,0.6832161197239858,4.020308240320319,0.9908956699306561,4.057246753940972,0.6832161197239858,0.06857838807544982,0.630024409658497,3.698223438382995e-05,192.34568993796782,2315872.5249069366,336000.0,6.892477752699216,True,True,4.981824109196412,15580.000884975394,2260.4354259792844,25.01518682395155,0.6222790821568372,1.6419043235693032,"5 pulses at 17 kHz, 90 % duty",0.0,6.461441446359181,2.8935798599764726,0.0008653804664124605,0.002504047488828142,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.0040066241828296285,0.006798273170994518,potcore,0.0013273435736345413,0.0011561956814205945,0.00033060140821575767,8,0.01929439843082152,0.00024098718889962122,3,175.61725167413397,0.00011110271564308722,train,17346.96225188967,0.9,5,screen,18,0.015984003015752875,0.03858879686164304,0.09574595258998427,1.0938214210356145e-05,0.00047318209565051414,26,78,0.000718334612671991,0.8993762915818447,0.7558703969251769,0.1844934634971812,0.6347299303508207,3.239621023530096,0.8560773285355309,3.7842621402812187,0.6347299303508207,0.05774274574779375,0.4348356209355935,2.6720651353122356e-05,216.2526553314797,2337905.3757840153,336000.0,6.958051713642902,True,True,1.9559150701821937,16867.707115855417,2424.1997343570033,25.23942892373089,0.6369806390038629,1.6977356648487978,"5 pulses at 17 kHz, 90 % duty",0.0,3.4490919853674846,1.5440759066373613,0.0014931614713825988,0.0023055546526810624,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,True,0.07597953562343426,
LNGT60,0.0037478394038165156,0.005596966598592686,potcore,0.0009576588916134264,0.000974172901358713,0.0003225908486059874,8,0.01595088874605797,0.00018092431988119004,3,172.39021155352341,0.00010876426053612531,single,17180.27799289683,0.8395862947580472,5,screen,18,0.013214148901043164,0.03190177749211594,0.06089007594100448,5.909779989263577e-06,0.0002606084379088572,28,84,0.0005392992127018514,0.8985016899080186,0.7421007170994735,0.21461075865181198,0.6775085864695355,2.7701322490456515,0.7248644189511737,3.8215867362531495,0.6775085864695355,0.06723423594411645,0.7538298161498,3.26039442176047e-05,158.2764682125424,2215723.2724388037,336000.0,6.594414501305963,True,True,2.6407651966045824,13295.223329853561,2016.1340066234184,26.14185255103135,0.6689619905338514,1.6161349464959809,single shot,0.0,4.6375112926297195,2.0783435593166026,0.0007850304631754282,0.0016315630070079805,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004026847645001736,0.0073318353295936355,potcore,0.0012930436341714335,0.0011425097703210952,0.0003242789928534176,8,0.018539680605222368,0.00021181411979309106,3,172.45644102336323,0.00010953533310522055,train,17208.822806123855,0.9,5,screen,18,0.01535877429749707,0.037079361210444736,0.09547237696934736,8.798734641547959e-06,0.00044355665840620017,32,96,0.000631375528279246,0.8995538652686343,0.7685858077672584,0.16880236458192346,0.5881094128314307,3.336083665247544,0.9053373684292142,3.6849066233019223,0.5881094128314307,0.052821318089209486,0.6829707534965724,3.810849665762434e-05,148.85706447277377,1846119.8664579953,336000.0,5.494404364458319,True,False,1.640392804056911,14290.278189386281,2600.878501376031,31.387649976935272,0.9712126814650259,1.6272683111650679,"5 pulses at 17 kHz, 90 % duty",0.0,3.5619694559006536,1.6330141409264245,0.0014306555750511448,0.002336280784853745,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.003300934292243249,0.00395494245683223,potcore,0.0004788036826741315,0.0005901150927970768,0.00027945467459265935,8,0.012013205282479757,0.0001663452280277184,1,171.41568840566694,9.785974397133094e-05,train,16477.36511238093,0.8938660571820679,5,screen,18,0.009952065111150448,0.024026410564959515,0.03965000543984637,2.6638827409123736e-06,4.6649460351053244e-05,22,22,0.00016528061856834102,0.8937540005835111,0.7313138489745231,0.2793393700777065,0.7028078589504342,2.0613717377592975,0.47566661091777884,4.333648169632859,0.7028078589504342,0.08797758432858861,0.18883299014678545,2.400569064036683e-06,625.2206227056265,3171913.3805790995,336000.0,9.440218394580654,True,True,8.572713940601828,13754.853699523783,1457.0482508561488,18.15802148222244,0.29039132327611983,1.4377207231061995,"5 pulses at 16 kHz, 89 % duty",0.0,5.299611804476944,2.2979051614413266,0.00038499692244876605,0.0008846864152340456,0.025633333333333334,93.7,elec 470u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.003427721056986729,0.00413619434569562,potcore,0.00042449420886152435,0.0006837259769436827,0.0002852952952011453,8,0.012336759665662635,0.00021948173118425623,1,172.08226132259082,0.00011060037859931014,train,17367.319669310305,0.899988061883967,5,screen,18,0.010220106338509666,0.02467351933132527,0.044587440968286665,2.869934944833673e-06,6.600640109875269e-05,17,17,0.000218077048104677,0.894075674173176,0.7226846095481727,0.2981887728566658,0.7354769674900952,2.265838650003288,0.5331048584443852,4.250268242940176,0.7354769674900952,0.0938803913342099,0.08815870027017009,1.46832813614426e-06,1066.6293981626648,3972345.9405688625,336000.0,11.822458156454948,True,True,12.214351844142737,18132.699768765302,1533.75038666261,14.555539892406857,0.21088989025147153,1.6374499659301198,"5 pulses at 17 kHz, 90 % duty",0.0,5.180210714809989,2.3453506609271133,0.0004445992849547758,0.0010427412268164055,0.02963333333333333,94.0,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004195598687717822,0.0059666771824477575,potcore,0.0006713178914065825,0.0009173017600138904,0.00032375563417669527,8,0.016054283927428553,0.00017938954544573623,3,172.48562531718824,0.00010873613672469393,train,17171.862697544224,0.9,5,screen,18,0.013299804273858608,0.032108567854857106,0.05725081708355884,6.221523283991611e-06,0.0003028833030077411,30,90,0.0005347243570646505,0.898287480543236,0.739939041538894,0.21928834415273618,0.6779840161954485,3.6103379600170458,0.8826211514363824,4.090472966959338,0.6779840161954485,0.06871603363880492,0.9064825494357889,4.3929091932673346e-05,143.95270811503644,2022143.32021443,336000.0,6.018283691114375,True,True,4.287225186932668,12955.74373035328,2152.7306446988596,28.660268304043665,0.8038535089315957,1.6108506310096589,"5 pulses at 17 kHz, 90 % duty",0.0,6.428315164154122,2.9090823990734633,0.000742895515935299,0.002161144269757978,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004386442900831153,0.0067961303340619145,potcore,0.0011085512625855045,0.0011354871781209114,0.00033151162238422043,8,0.018781255172913035,0.0002405548392893201,3,184.2466782672723,0.0001104862141046997,train,17372.21812576872,0.9,5,screen,18,0.015558901222020855,0.03756251034582607,0.08969842504306991,9.848690794424055e-06,0.0005092578424381015,26,78,0.0007170458649536054,0.8992783413786444,0.745133157324556,0.19035166070331855,0.665321520764513,4.074683236185075,1.016345526442431,4.009151543617167,0.665321520764513,0.05958273282117032,0.47136134694782716,3.1974429395718746e-05,223.13811198100393,2408392.424263828,336000.0,7.167834596023297,True,True,2.854865348283734,17404.77273451831,2428.177227216494,25.70464982122942,0.6570130341385273,1.8620104826294999,"5 pulses at 17 kHz, 90 % duty",0.0,4.630629429536011,2.0177704206270066,0.0013616470176671244,0.002747491075583703,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.005012547193917575,0.00695927247780254,potcore,0.0007778992402902486,0.0010675712729923176,0.00032271462583559796,8,0.018881951223684842,0.00020868072258494524,3,172.6588542772045,9.147231952933239e-05,train,17214.46121962131,0.8999140238293232,5,screen,18,0.015642320561835038,0.037763902447369685,0.08085444047928392,1.0606440445144423e-05,0.0004882212673543711,30,90,0.0006220354978812049,0.8990478593817113,0.7344862768912792,0.2002307825947947,0.6902365607341117,5.5928202895093415,1.3063155208766428,4.281370159145096,0.6902365607341117,0.06269110369999997,0.7979211912096222,5.41066452440295e-05,143.94085337273597,1744799.3098970114,336000.0,5.192855088979201,True,True,3.8615860710710135,12954.676803546237,2494.71178794108,33.24931108584919,0.9101175813072093,1.3620690053906739,"5 pulses at 17 kHz, 90 % duty",0.0,7.051117976294868,2.7935174942399237,0.0012339735642564013,0.0034471267391798497,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,True,0.11408891141934342,
LNGT60,0.004252719268194711,0.006941903698875877,potcore,0.0010636755881014372,0.0010950289083982224,0.0003306598558824018,8,0.018986438629932913,0.00024240114407799853,3,175.5799902896979,0.00010910623167525363,single,17362.91398218612,0.8999973655790973,5,screen,18,0.015728880763365316,0.037972877259865825,0.08673884779653529,1.0609440367697317e-05,0.0005041133850166125,26,78,0.0007225493302676981,0.8993190685191123,0.7534010617998171,0.18585118123573427,0.6387678367349557,3.701375913010305,0.9609030796597332,3.8519763245227656,0.6387678367349557,0.05817138528008524,0.45254544778725353,2.9467661515057997e-05,219.90285834500463,2327119.972805435,336000.0,6.925952300016175,True,True,2.777311376269885,17152.42295091036,2476.5436156512806,25.35102505532529,0.6310781078715856,1.6811906958869294,single shot,0.0,4.349912671608819,1.94974879536435,0.0013311048535148032,0.002595320084644127,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,True,0.08800883997098202,
LNGT60,0.0032300894800789738,0.0040368589247983325,potcore,0.0003930537625544924,0.0006361807584145318,0.00028454743557701414,8,0.012026718032704647,0.00021171060393418922,1,172.08853994480322,9.741117475190202e-05,train,16482.264231539524,0.8999179022002803,5,screen,18,0.009963259439966666,0.024053436065409294,0.04272634362597941,2.693832373131148e-06,5.795575179853698e-05,17,17,0.00021035565606901044,0.8935001439058342,0.7306497090625482,0.30080881488095224,0.7165226942634846,1.9332206595147847,0.4684909273029129,4.126484733961175,0.7165226942634846,0.09476627590850435,0.08941260181368817,1.3346698288517415e-06,1058.5372901919116,4035266.629176603,336000.0,12.009722110644653,True,True,12.659793709404575,17995.133933262496,1498.3805426532524,14.329102568682659,0.18000694987993632,1.4421287344810136,"5 pulses at 16 kHz, 90 % duty",0.0,4.612290905896088,2.134463978767918,0.0004153344605412181,0.0008865164451662352,0.02963333333333333,94.0,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNGT60,0.004954848753449044,0.0069825508805045865,potcore,0.0007796189005281797,0.001108619806302378,0.0003304557226834492,8,0.01879290702358982,0.000211932637061817,3,172.1792211071028,0.00010996609179242053,train,16902.187487143387,0.9,5,screen,18,0.015568553931174994,0.03758581404717964,0.08092976577972841,1.030716248247927e-05,0.0004992657678606594,30,90,0.0006317288045538642,0.8990014568534538,0.7353995914195752,0.20225608191430994,0.6890735971846638,5.399846583414778,1.2730736698577412,4.241582173338155,0.6890735971846638,0.06332848181198537,0.767031243391905,5.2656109728604585e-05,153.35837568801813,1851497.8628404504,336000.0,5.510410306072769,True,True,3.9753778960768043,13802.253811921631,2504.759726641554,31.246170710255825,0.9662620038911984,1.630008501816794,"5 pulses at 17 kHz, 90 % duty",0.0,6.801491039759909,2.7578290309980917,0.0012292985147259274,0.003390195131673998,0.017633333333333334,85.1,elec 100u/63V,BSC160N10 PG-TDSON,multiplexed,True,0.10925333701574876,
LNGT60,0.003558711955728391,0.0036762643683163954,potcore,0.00038134907953509467,0.0006051721563215282,0.0002563510074950409,8,0.0122634324460451,0.0001655253845300534,1,172.20178613414635,9.75612309450749e-05,train,17362.668915683807,0.8936994983809855,4,screen,18,0.010159360080796279,0.0245268648920902,0.038738016516694666,2.990969126287393e-06,4.510459290845636e-05,20,20,0.0001644660220690611,0.8925509296440859,0.6885356724691509,0.36584526817435614,0.807316298196976,2.5536328663737815,0.5351764587644582,4.771571739663695,0.807316298196976,0.11537781707825769,0.18622371170832216,2.40617105313273e-06,649.5659352741997,3126110.5189615204,336000.0,9.303900354052145,True,True,11.904718358465619,12991.318705483993,1396.3303787777413,18.508558731408492,0.3007911010611852,1.4465130171602667,"4 pulses at 17 kHz, 89 % duty",0.0,6.71973384538968,2.5328023257633214,0.0003839763989482536,0.0009725363162943618,0.025633333333333334,93.7,elec 470u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.81 > 0.8; electronics do not fit
