material,d_mag,l_mag,circuit,t_steel,r_clear,gap,n_gon,r_face,wire_d,n_layers,v_cap,c_cap,pulse_mode,f_pulse,duty,n_pulses,fidelity,n_faces,a_face,bounding_cube,m_module,free_volume,coil_mass,turns_per_layer,n_turns,winding_build,J_attract,J_repel,margin_attract,margin_repel,F_attract,F_repel,asymmetry,margin,n_eff,R_coil,L_coil,i_peak,h_peak,h_need,switch_margin,switched,saturated,b_steel_peak,mmf,mmf_need,v_need,e_switch,e_drawn,pulse_program,pulse_saving,hold_ratio,pivot_ratio,E_barrier,W_drive,drv_mass,drv_price,drv_cap,drv_mosfet,drv_topology,feasible,scalar,violations
LNG60,0.002361959465281805,0.004044614361069209,potcore,0.0003763844642559164,0.0003689259367138568,0.00016729978479330726,8,0.011927999286695724,0.00020145096385407334,3,171.44012990516882,6.384244935368679e-05,train,10759.226524147407,0.18409250555112694,5,screen,18,0.009881478153051945,0.02385599857339145,0.03163764905701175,2.7603436281762573e-06,0.00014352595502939149,18,54,0.0006004850330562219,1.3176575079543722,0.8380706282707607,0.5575853488782416,0.9601993818617037,2.250708798549333,0.20337615535172954,11.066729010865789,0.9601993818617037,0.12762328482190152,0.2701006813455539,1.385221049653876e-05,413.05211157098046,4810891.386564305,180000.0,26.727174369801695,True,True,19.158691118612197,22304.814024832944,834.5369292024579,6.41445023454759,0.02364127692771276,0.9052662844383746,"5 pulses at 11 kHz, 18 % duty",0.0,7.251804658654791,1.0379609458682368,0.0003050190169469302,0.00031659782733803543,0.01983333333333333,49.3,elec 220u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,demag margin 0.96 > 0.8; pivot 1.04 < 1.5; electronics do not fit
LNG60,0.0037774958317717687,0.004037559524116708,potcore,0.0003985710219811695,0.0007064762604085332,0.0002864164815167029,8,0.012012852312544729,0.00021173220602059713,1,172.17710952506854,0.0001000972259627236,train,15415.02918719555,0.8985935480066289,5,screen,18,0.00995177270128205,0.024025704625089458,0.04520690901465503,2.485266513000769e-06,6.719111433822253e-05,17,17,0.00021037711990206534,1.0463958535385718,0.560489086271048,0.9408049740167663,0.9934716537289932,3.3618449048977737,0.2818709762639665,11.926892755887975,0.9934716537289932,0.27115942264520315,0.10361837734354767,2.9388618587102094e-06,935.0489289172392,2869438.1225386336,180000.0,15.94132290299241,True,True,21.480821323665282,15895.831791593067,997.1463402581976,10.800678875449446,0.10509127451179356,1.4829804024210833,"5 pulses at 15 kHz, 90 % duty",0.0,7.580604744485488,1.3693025392728992,0.00043894090995332257,0.0006010429025898416,0.029633333333333338,94.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.37 < 1.5; electronics do not fit
LNG60,0.003031539834837845,0.003753352621705777,potcore,0.0007617489525428836,0.0007202094649285968,0.00030694398911828446,8,0.012023322808066448,0.0002117506989743127,1,172.18033464585983,9.782003419812378e-05,train,16490.804421925932,0.8998769601991685,5,screen,18,0.009960446743781775,0.024046645616132897,0.047099009793666206,2.4679380544542666e-06,5.141878363761389e-05,16,16,0.00021039549450087712,1.2635050678006952,0.6189156169431589,0.7048692544684023,0.9900172192275691,2.7366573786601394,0.20877593021870605,13.108107700889258,0.9900172192275691,0.1682490749654362,0.07926747445598302,2.0582597698497633e-06,1032.6425234145665,3661372.4769179793,180000.0,20.340958205099884,True,True,9.816899849778885,16522.280374633065,812.2665711239995,8.464711097173916,0.06308042344355991,1.445760719898886,"5 pulses at 16 kHz, 90 % duty",0.0,5.922971520364936,1.0047883306222973,0.0004577110448374608,0.00045990271664961974,0.029633333333333338,94.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.00 < 1.5; electronics do not fit
LNG60,0.002119177691075315,0.003381596595864715,potcore,0.0003,0.00041529606913968373,0.0002863135450932795,8,0.009825140078958652,0.00021079970923365505,3,170.3061520744804,9.747553161032363e-05,train,13920.017077762448,0.8984418486134991,4,screen,18,0.008139412545840271,0.019650280157917303,0.03369570270811118,1.2985311488816866e-06,0.00011336511360815905,14,42,0.000628351773283679,1.224160462314509,0.7229084024625536,0.8328295320779295,0.9810068741776443,1.0520705100288301,0.1232922016914544,8.533147235554242,0.9810068741776443,0.2051818181852525,0.1779393625836401,7.3508753762294975e-06,617.0335982071052,6091217.378295033,180000.0,33.840096546083515,True,True,25.426737825003865,25915.41112469842,765.8196568501734,5.032673350755873,0.022219567851568,1.4130200734355207,"4 pulses at 14 kHz, 90 % duty",0.0,3.1827411714115534,0.7306351923622292,0.00026758907420396875,0.00019550999470504754,0.025633333333333334,93.7,elec 470u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 0.73 < 1.5; electronics do not fit
LNG60,0.001642539347485203,0.006152728992046096,potcore,0.0003696806954101662,0.0003811559357356993,0.0002864477193530435,16,0.01737117015900964,0.00021172314628374887,3,136.84284025966448,9.783276500916971e-05,train,16224.463712806599,0.8999764463792248,5,screen,42,0.006910681160966956,0.03474234031801928,0.05231195323723379,7.82384758095148e-06,0.00017575247636635844,26,78,0.0006311043544425987,1.3160812695433102,1.1437742633261285,0.36492195874493605,0.6048730752851552,0.5576973944229635,0.14947768842318304,3.7309741694966445,0.6048730752851552,0.08362543593675867,0.27108203007069653,9.651298452921224e-06,339.8448079218247,3948030.3411163837,180000.0,21.93350189509102,True,True,8.969418582467029,26507.895017902327,1208.5573541649137,6.238987322416196,0.07997087152970966,0.9153021195240584,"5 pulses at 16 kHz, 90 % duty",0.0,1.086747555443063,1.0878232654278879,0.00017464619563455875,0.00018998419482974343,0.023673333333333334,106.9,elec 220u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,hold 1.1 < 3.0; pivot 1.09 < 1.5; electronics do not fit
LNG60,0.0021185722890430096,0.0036767375079668984,potcore,0.0003,0.0002497154527511591,0.00011461011688579804,8,0.010538497459801188,0.0002014754393877454,3,170.37670597500895,6.565919037281796e-05,train,11658.33869803069,0.1792361410180168,4,screen,18,0.008730377149768126,0.021076994919602375,0.032200916044718045,1.7935092954102149e-06,0.00011712867764237878,16,48,0.0006005579897269916,1.3280569502426889,0.8282298655513175,0.5741543988438924,0.9630782659505375,2.1570753380738634,0.1687384949762305,12.78354022523267,0.9630782659505375,0.13038664279121714,0.22031670452069504,9.65589117778131e-06,499.414199897361,5669773.375807395,180000.0,31.49874097670775,True,True,25.87834671760163,23971.88159507333,761.0425322332636,5.409000508972619,0.017289087700444825,0.9225454548249341,"4 pulses at 12 kHz, 18 % duty",0.0,6.828543487946922,0.8590064261295189,0.00027428498252329197,0.00023561256257833058,0.023633333333333333,93.6,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.96 > 0.8; pivot 0.86 < 1.5; electronics do not fit
LNG60,0.002472939584218326,0.0034969709439096083,potcore,0.0004253398908442063,0.0005181776221719788,0.0003162294507161344,8,0.010593343892006304,0.0002107802916076011,3,171.42046040143074,9.822294205160444e-05,train,14538.581984051576,0.9,5,screen,18,0.008775813421902397,0.021186687784012607,0.035030290834631994,1.6155415163585229e-06,0.00013707389166126783,15,45,0.0006282938932239373,1.2448538018539768,0.625951207811603,0.7780087716814622,0.9897610671910217,1.5738664168889709,0.14711445404367032,10.698244622664848,0.9897610671910217,0.18848953767796925,0.21523226294325676,1.1345244936574243e-05,516.405997447024,5392695.404255017,180000.0,29.95941891252787,True,True,18.768821680519373,23238.26988511608,775.6582313216607,5.721755181631688,0.028941030500033483,1.441329661763374,"5 pulses at 15 kHz, 90 % duty",0.0,4.579890747667949,0.8942613693447744,0.00029993829770094677,0.00026822323282098926,0.023633333333333333,93.6,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 0.89 < 1.5; electronics do not fit
LNGT60,0.0032676182117706617,0.004035204597107466,potcore,0.0003977610317045573,0.0006424716665797423,0.0002851963604570996,8,0.012010114916031503,0.00021170169786523528,1,172.08782313506603,9.777888272697166e-05,train,16477.63389258197,0.8999201439387559,5,screen,18,0.009949504967759308,0.024020229832063006,0.04293995513456697,2.6612051999291112e-06,5.858286092924713e-05,17,17,0.00021034680699889778,0.8934646065369761,0.7284375993425055,0.30248736276655486,0.7225068095799464,1.9840327595856588,0.47897244770137964,4.1422690785392,0.7225068095799464,0.09529887300153743,0.09039529894586315,1.3656196940611115e-06,1050.0944462312848,4002366.4980708957,336000.0,11.911805053782427,True,True,12.568418803925368,17851.60558593184,1498.648232180673,14.446830044487836,0.18366766606864826,1.4475567534109783,"5 pulses at 16 kHz, 90 % duty",0.0,4.709971129582162,2.189458682591119,0.00041683469252630707,0.0009126423367569223,0.02963333333333333,94.0,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,electronics do not fit
LNG60,0.003810714128509024,0.0051409500313823195,potcore,0.0008633361503143203,0.0008756245436676831,0.00028633330179652603,8,0.0159970209402807,0.00021173139257755846,3,172.19382972467898,9.780392731426907e-05,train,16503.33464681159,0.9,5,screen,18,0.013252366062061335,0.0319940418805614,0.05683453713735115,6.401911809396053e-06,0.00029055303573497117,22,66,0.0006311289349951863,1.3081678640044552,0.617809104119673,0.5667374267959424,0.9899524452367076,5.725261632725195,0.38871658145638005,14.728627246295272,0.9899524452367076,0.13065905822230428,0.4480815217394535,4.222864037274107e-05,241.16195998464102,2691531.649375636,180000.0,14.952953607642423,True,True,7.400376351924769,15916.689358986307,1064.4511965081813,11.51570681237659,0.11672933254610587,1.438065168909963,"5 pulses at 17 kHz, 90 % duty",0.0,10.268665405393374,1.3651447078241818,0.0007348632835898134,0.0010031947225669347,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.37 < 1.5; electronics do not fit
LNG60,0.0033689475639447344,0.005170295204403695,potcore,0.0007540652821967954,0.0007617346174239108,0.0002851557538224034,8,0.015814656776014666,0.00020192346469895573,3,172.101468026936,9.764950943251936e-05,single,16489.289109807916,0.9,5,screen,18,0.013101290641801681,0.03162931355202933,0.048397398488074256,6.64081393100328e-06,0.0002469749657214441,23,69,0.0006018934635746472,1.306115956578826,0.742319634625644,0.5373396100121384,0.9774849917189699,4.139030581555969,0.36044578531212396,11.483087749165446,0.9774849917189699,0.12407612634102726,0.46044568658475377,3.6140773566769746e-05,248.05053184707313,2899614.589669521,180000.0,16.10896994260845,True,True,8.006119548849702,17115.486697448046,1062.4817575813674,10.683579933421145,0.10031045092291413,1.4457899619594456,single shot,0.0,8.717814229509973,1.4550408758468898,0.0006186384324944799,0.0009001442066493151,0.016833333333333332,49.099999999999994,elec 100u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.46 < 1.5; electronics do not fit
LNG60,0.0033652908728646004,0.005231610539258336,potcore,0.000760083862136316,0.0007727749132972257,0.00032102045077105827,8,0.015976081307972068,0.0002113194418060158,3,172.10318462624105,9.902927922854712e-05,train,17215.913614827772,0.9,5,screen,18,0.01323501910267465,0.031952162615944135,0.050111215690675365,6.858330664214711e-06,0.0002603204280091417,22,66,0.000629900992135372,1.2978369141812272,0.748181849311383,0.567039944168284,0.9768296768715818,3.7733527381935397,0.35940406995439017,10.498914880603309,0.9768296768715818,0.13176942058658406,0.4045973772493126,3.2321573473753786e-05,273.81901623279896,2999212.3320453763,180000.0,16.662290733585422,True,True,8.102555540496187,18072.05507136473,1084.6080746231194,10.32890299287243,0.09508555041567976,1.4586077304163285,"5 pulses at 17 kHz, 90 % duty",0.0,7.6757966260457975,1.3946241388051324,0.0006470834751679526,0.0009024382342911382,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.39 < 1.5; electronics do not fit
LNG60,0.003479280937478435,0.005118398635481077,potcore,0.0007575047644690691,0.0007077628977784188,0.0002861093706788602,8,0.015686269440602394,0.00020214639710469824,3,172.10566557471773,9.77346269000369e-05,train,18884.004998719178,0.9,5,screen,18,0.012994931090672268,0.03137253888120479,0.04875376585839386,6.4279217749237465e-06,0.0002544396133903416,23,69,0.0006025579804896845,1.3043827540581272,0.7201637857393738,0.5497314672640691,0.9803208272124194,4.488254277715023,0.38229349284753905,11.740336578276434,0.9803208272124194,0.12710617648735767,0.4722732408685117,3.8802903793739304e-05,243.36721708377073,2863772.27486821,180000.0,15.909845971490055,True,True,8.386499948680866,16792.33797878018,1055.4682935882297,10.817556994777052,0.10293174915250358,1.441616056294849,"5 pulses at 19 kHz, 90 % duty",0.0,9.384265337067584,1.44145065163386,0.0006181344466461676,0.0008910103009154539,0.016833333333333332,49.099999999999994,elec 100u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.44 < 1.5; electronics do not fit
LNG60,0.003639056188353504,0.005072145864349577,potcore,0.0008532055797851661,0.0008637633543345455,0.0002872205941385293,8,0.015802857694774252,0.00021171092751379856,3,172.17956373416692,9.784256990884146e-05,train,16614.40714920335,0.9,5,screen,18,0.013091515962855039,0.031605715389548504,0.05460702665583808,6.218321127151999e-06,0.0002792664394078964,22,66,0.0006310679327331308,1.306987069896459,0.6349999370969025,0.566715892824815,0.9887123575810004,5.109490735626683,0.36376534446528963,14.046117403342222,0.9887123575810004,0.13077213275595617,0.4308422462940102,3.902716793557176e-05,250.03146995907758,2828007.2368705957,180000.0,15.711151315947754,True,True,7.372264424352565,16502.07701729912,1050.3416767775975,10.959067242856634,0.10575905074132272,1.438617795655216,"5 pulses at 17 kHz, 90 % duty",0.0,9.538060629730058,1.3260226294855448,0.0006974920589563893,0.000924890254062638,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.33 < 1.5; electronics do not fit
LNG60,0.0031776255705949006,0.00408966273475021,potcore,0.00038483597837516114,0.0006234821659879945,0.00027859494085679054,8,0.012110849997813016,0.0002117329448757632,3,172.17901970340623,9.793838992818036e-05,train,16497.4678820394,0.8932834534284129,5,screen,18,0.010032956641920639,0.024221699995626032,0.036730094990619966,2.5555353090059652e-06,0.00019252109548778112,17,51,0.0006311335620856751,1.1737871828404103,0.5843725433098098,0.8886699772045779,0.9922398468214121,2.8992732847124234,0.23887231824341718,12.137334731929831,0.9922398468214121,0.22833487604558736,0.29689111823157865,1.9563516022522274e-05,398.83162144744296,3837966.1357622654,180000.0,21.32203408756814,True,True,20.84159601203593,20340.41269381959,953.962113102479,8.075168578958214,0.057477605145521915,1.450011632040826,"5 pulses at 16 kHz, 89 % duty",0.0,8.046334720348726,1.4992197563076497,0.00035954378404456396,0.0005390351442972214,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.50 < 1.5; electronics do not fit
LNG60,0.0031573413537262724,0.004112906358647784,potcore,0.0004497577134923221,0.0006600632061737186,0.0002865194365518161,8,0.01232337151885934,0.00021177077039232362,3,172.19923247634424,0.00010040607862667687,single,16526.227186441512,0.8997846463883183,5,screen,18,0.010209015234547732,0.02464674303771868,0.03800487418442913,2.686092047710279e-06,0.00019156991825944152,17,51,0.0006312463123854383,1.236295503830534,0.5835415399630988,0.8334549212752254,0.992254280299462,3.1380060429876147,0.23106889246942391,13.58039158560839,0.992254280299462,0.2033203886673688,0.2952132736600574,1.9827960530687247e-05,396.1148379845051,3913147.0474054725,180000.0,21.73970581891929,True,True,17.6087941635357,20201.85673720976,929.2608145427986,7.920955044685351,0.0566966778826629,1.488466243076678,single shot,0.0,8.416770182990104,1.4362481047491364,0.0003785506088069819,0.0005436925944506595,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.44 < 1.5; electronics do not fit
LNG60,0.0035320272227617076,0.0052352132142331285,potcore,0.0007579315810634164,0.0006928490931164714,0.0002852326655819913,8,0.01598341318031386,0.0002115051768997258,3,172.0922919837545,9.772597093923848e-05,train,34151.652361226086,0.9,5,screen,18,0.013241093024597769,0.03196682636062772,0.05092016907200703,6.86918927655821e-06,0.0002716977589235283,22,66,0.0006304546313027027,1.3058427829936106,0.72893634231784,0.5421192427510976,0.9791802411444649,4.660123555700472,0.3918234761841625,11.893426093515,0.9791802411444649,0.12520596954500682,0.42079898321185727,3.584818144754021e-05,248.1529663790636,2736748.2150492626,180000.0,15.20415675027368,True,True,8.160527823798967,16378.095781018197,1077.211715850232,11.31876596711993,0.11268099260851917,1.4469329285200885,"5 pulses at 34 kHz, 90 % duty",0.0,9.329075054732522,1.4281042079830768,0.0006578312060802343,0.000939451513545765,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.43 < 1.5; electronics do not fit
LNG60,0.0033865611675926543,0.00527503635842536,potcore,0.0007706324684448231,0.0007900178344137788,0.0002865318155382253,8,0.016085287824171898,0.0002117002715900235,3,172.174899318777,9.778194609335384e-05,train,16602.510645732968,0.9,5,screen,18,0.013325488742893625,0.032170575648343795,0.05111986413911635,6.9928648614726705e-06,0.0002746667522699983,23,69,0.0006310361695555421,1.3074649619681316,0.7426838284642694,0.5331239262975683,0.9774368087296551,4.217678676163142,0.3668036127367138,11.498465472286744,0.9774368087296551,0.12297567649359327,0.42383133734330775,3.5839500440298834e-05,260.4814710922873,2988216.831301876,180000.0,16.601204618343754,True,True,7.9843176508037415,17973.221505367823,1082.6456223247822,10.371229273840148,0.09465894423861201,1.440464777519216,"5 pulses at 17 kHz, 90 % duty",0.0,8.410363984278098,1.4071668786952143,0.0006646203512437886,0.000935231745177039,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.41 < 1.5; electronics do not fit
LNG60,0.0028844495095753883,0.0052173757924937276,potcore,0.0006445792737131374,0.0006552810082822526,0.00028603540481596457,8,0.01564240130771228,0.000201433250913097,3,172.07434866685557,9.749999679929303e-05,train,16395.747913593736,0.9,5,screen,18,0.012958589539474128,0.03128480261542456,0.045785264030563835,6.807831606464157e-06,0.00021569854890832467,23,69,0.0006004322343217596,1.303183104347335,0.8830325520903561,0.5127750945561951,0.946882620148065,2.7089445957572424,0.3170286760924713,8.544793578758453,0.946882620148065,0.11867044976584562,0.40606467378632677,2.6416179919570513e-05,287.1824865347102,3347289.3464807086,180000.0,18.596051924892826,True,True,8.98841244924008,19815.591570895005,1065.5805679037546,9.2532731873326,0.0751342367896918,1.4397825531108333,"5 pulses at 16 kHz, 90 % duty",0.0,6.031223082503584,1.0525963320305745,0.0005788742813302271,0.0006093209452350318,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.95 > 0.8; pivot 1.05 < 1.5; electronics do not fit
LNG60,0.0035463959782653137,0.005471653408688934,potcore,0.0007998120874972745,0.0008048598959713243,0.00034250012399316944,8,0.01670809949165729,0.00021189457354159916,3,172.11134837416571,9.850851458896752e-05,train,17234.753629851093,0.9,5,screen,18,0.013841442821846928,0.03341619898331458,0.054502557618969175,7.954766891022696e-06,0.0002861581615067834,23,69,0.0006316153448127988,1.2959656309538763,0.7526070562111165,0.5708072357587957,0.976198402058649,4.147855772115251,0.39300698784717425,10.554152725976966,0.976198402058649,0.13283639817435633,0.4399460575117977,3.746405913640453e-05,250.16801145153644,2735667.6052231696,180000.0,15.198153362350942,True,True,7.488125251346883,17261.592790156014,1135.7690884286408,11.32449082929523,0.11369821555080455,1.4498945874453444,"5 pulses at 17 kHz, 90 % duty",0.0,7.757785310633678,1.3392247412480576,0.0007360359782971611,0.0009857175925842765,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.34 < 1.5; electronics do not fit
LNG60,0.0031828665587229766,0.004090165157879997,potcore,0.0003852765145644446,0.0006250694033975776,0.0002787674252182638,8,0.012113895834068654,0.00021173226569970376,3,172.18074420742684,9.783698218992172e-05,train,16497.46891068391,0.8932427267820179,5,screen,18,0.010035479895292345,0.024227791668137308,0.036766791030125055,2.5554903884229187e-06,0.00019278467223846088,17,51,0.0006311315375976771,1.1731475844309895,0.5831900720265554,0.8890670049731065,0.9923052467115653,2.9069239114048213,0.23913892206700524,12.155795828963047,0.9923052467115653,0.2285614318353838,0.29730140047443276,1.9619930031059008e-05,398.2534400747784,3830806.4925659946,180000.0,21.282258292033305,True,True,20.817180183917863,20310.925443813696,954.3595028830557,8.090341816398317,0.05763407131498143,1.4485278984501093,"5 pulses at 16 kHz, 89 % duty",0.0,8.059515413208553,1.5008293103952919,0.00035999350880561805,0.0005402888095675172,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; electronics do not fit
LNG60,0.00378433103609042,0.004022421865228953,potcore,0.0005392999708860805,0.0007904403542655884,0.0002863469521903429,8,0.012320325682603703,0.00021177144956838307,3,172.19750797232362,0.0001005074863649355,train,16526.226157797002,0.8998253730347133,5,screen,18,0.010206491981176027,0.024640651365207406,0.04306606760823891,2.318912920780959e-06,0.00022327518322767098,17,51,0.0006312483368734363,1.203653536487922,0.4530184752290539,0.8681968369183534,0.9973132124818027,4.76033731997197,0.24759592574408537,19.226234461112433,0.9973132124818027,0.21753934111168252,0.3440673399940791,2.860574231624822e-05,338.2726925482645,3355923.1778611336,180000.0,18.644017654784076,True,True,15.6254237515838,17251.90731996149,925.3320630456832,9.2360729946068,0.07716416024739858,1.4861412472185311,"5 pulses at 17 kHz, 90 % duty",0.0,11.267654011290714,1.4426410777902614,0.00042885701112812386,0.0006186867407517868,0.020633333333333333,93.30000000000001,elec 220u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 1.00 > 0.8; pivot 1.44 < 1.5; electronics do not fit
LNG60,0.003343427814675397,0.0051319272099624395,potcore,0.0007529750718931493,0.0007535335178365073,0.0002845658544465518,8,0.015702967511061983,0.0002016288914259867,3,172.1018150413714,9.774613485863628e-05,train,16471.153072684596,0.8999960823493435,5,screen,18,0.013008764225171915,0.031405935022123965,0.047907795481626124,6.4826492547155986e-06,0.0002446178176444619,23,69,0.0006010153995625813,1.3058080858919026,0.7423182149399196,0.5383523957551045,0.9774921679918172,4.06306309456041,0.3554235929862409,11.431607734373724,0.9774921679918172,0.12433929547739384,0.4587221074761889,3.585066316951544e-05,249.19375747783346,2933875.1095364382,180000.0,16.299306164091323,True,True,8.042567340917993,17194.36926597051,1054.9141842522768,10.558843015080328,0.09807871533512541,1.4417560419788926,"5 pulses at 16 kHz, 90 % duty",0.0,8.645266236536129,1.438934770941547,0.0006080552286377492,0.0008749518111396695,0.016833333333333332,49.099999999999994,elec 100u/63V,IRLML6344 SOT-23,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.44 < 1.5; electronics do not fit
LNG60,0.0033720307170265543,0.005226778175553242,potcore,0.0007745599104409907,0.0007730611732824402,0.0003428159431824228,8,0.016001479930052805,0.00021130498291236315,3,172.11190873303767,9.85574147207336e-05,train,17218.850516120467,0.8999998816866178,5,screen,18,0.01325606001013751,0.03200295986010561,0.05054607337376,6.881223020324369e-06,0.00026072109563610136,22,66,0.0006298578930651722,1.2922457784197534,0.7486820199752375,0.5847242122097766,0.9768543127835838,3.615869719557405,0.34892820646138084,10.362789973981675,0.9768543127835838,0.1364668167097944,0.40533102902935086,3.2305436540881964e-05,271.8301921793771,2964057.26370532,180000.0,16.46698479836289,True,True,7.864804569112697,17940.79268383889,1089.5007740349965,10.451938277744,0.09690038111395437,1.4514174962389974,"5 pulses at 17 kHz, 90 % duty",0.0,7.292162593013687,1.358622981874622,0.0006537364237012769,0.0008881813293290801,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.36 < 1.5; electronics do not fit
LNG60,0.0033505514995751506,0.005235458188307585,potcore,0.0007504505262016897,0.0007673224766544134,0.00028514415928292824,8,0.015960950467683716,0.00021170056039868592,3,172.07442720283188,9.746328679422397e-05,train,16418.729995220096,0.9,5,screen,18,0.013222484304159579,0.03192190093536743,0.04974677900464451,6.855971100620248e-06,0.00026037068833059164,22,66,0.0006310370304364031,1.306931329093007,0.7482269255028928,0.5338922701267909,0.9766543786485562,4.0755144483877235,0.3698772972566404,11.018557988326371,0.9766543786485562,0.12320319487716311,0.40176924924340196,3.233139668936135e-05,275.17195002922836,3041531.7906914125,180000.0,16.897398837174514,True,True,8.289095180352456,18161.34870192907,1074.8014458872715,10.18348616026425,0.09096545950000257,1.4346796426880526,"5 pulses at 16 kHz, 90 % duty",0.0,8.351191900485924,1.4199937746091356,0.0006417691320580479,0.0009113081722587362,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.42 < 1.5; electronics do not fit
LNG60,0.0035293915703646364,0.005390580233298924,potcore,0.0007969018322146005,0.0008200931669076449,0.00028631059218223507,8,0.016672122009284623,0.00021178680880928568,3,172.10071564703486,9.779760982381934e-05,train,13711.799328659801,0.9,5,screen,18,0.013811638099569333,0.033344244018569245,0.054022143221591094,7.91980522165175e-06,0.00028468171706632066,23,69,0.0006312941196987188,1.309239517405213,0.7296347483391679,0.5288573127011826,0.9791508705964743,4.751949803959402,0.3999248791039018,11.882105996023393,0.9791508705964743,0.12182614848085502,0.43856763977938584,3.814192372445799e-05,250.40990980096223,2814787.34287549,180000.0,15.637707460419389,True,True,7.6483544758292545,17278.283776266395,1104.911562004819,11.005495280087512,0.1066080338789186,1.4387950948040082,"5 pulses at 14 kHz, 90 % duty",0.0,8.966666703950022,1.351976239725673,0.000727977234426782,0.0009842079240062155,0.017633333333333334,93.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.98 > 0.8; pivot 1.35 < 1.5; electronics do not fit
LNG60,0.00348663147026977,0.00418585845525952,potcore,0.00036385716295502283,0.0006582793380670067,0.00028740188540317196,8,0.01232995775095289,0.00020210595967369165,1,172.11827443798623,9.858745541298663e-05,train,15306.846856251075,0.898516568443295,5,screen,18,0.010214471447863901,0.02465991550190578,0.04385092443414562,2.908119550523175e-06,6.326813502219743e-05,19,19,0.00020081248153178005,1.0790729724619357,0.6260204717010789,0.9304792429133935,0.9898047489481302,2.8699056895412545,0.2682173938017091,10.699923852302256,0.9898047489481302,0.26006204912145736,0.1175279565595117,3.0625965864272127e-06,869.3785583198246,2919935.7124175755,180000.0,16.22186506898653,True,True,22.01469418525574,16518.192608076668,1018.2671682836682,10.61026421475095,0.0998887467640982,1.4599832916214373,"5 pulses at 15 kHz, 90 % duty",0.0,6.671444301991415,1.2265842524125754,0.0004370141005863397,0.0005360346138614495,0.029633333333333338,94.1,elec 100u/63V,BSC0902NS PG-TDSON,multiplexed,False,0.0,demag margin 0.99 > 0.8; pivot 1.23 < 1.5; electronics do not fit
